Voltage_V,Current_A,Battery_Temperature_°C,Charge_Discharge_Cycles,Ambient_Temperature_°C,Humidity_%,Avg_Cycles_Per_Hour,Energy_Consumption_Wh,Temp_Fluctuation_°C,SOH_%
3.254,10.388,17.247,105,-8.574,94.276,1.295,35.795,25.821,97.233
3.173,10.458,19.675,164,34.063,34.859,2.379,30.087,14.388,92.791
3.911,11.559,25.432,637,12.616,41.978,11.195,58.352,12.816,87.219
3.601,17.201,39.324,345,-0.455,27.461,9.129,94.989,39.779,90.884
4.094,-15.284,16.390,97,27.621,86.986,1.055,105.016,11.231,99.096
3.176,-10.721,3.059,485,6.144,55.900,34.105,49.403,3.085,92.754
3.775,16.149,22.397,330,2.666,92.568,3.728,78.608,19.731,92.268
3.279,-12.911,51.338,369,-1.934,52.934,5.177,70.526,53.272,92.082
3.188,7.289,29.901,441,14.331,55.409,7.660,29.655,15.570,92.068
3.820,1.219,57.887,119,-5.330,55.869,3.590,9.133,63.217,95.370
3.712,-16.672,30.217,852,29.281,68.999,55.116,79.840,0.936,82.277
3.906,-8.589,16.554,298,13.534,81.290,6.641,32.739,3.020,90.616
3.371,0.815,11.599,855,12.349,48.103,10.879,3.213,0.750,84.857
3.538,14.094,41.671,142,-9.907,70.413,1.899,61.582,51.578,99.808
3.487,8.302,32.183,706,30.893,36.317,10.878,26.785,1.290,85.624
4.181,4.875,36.240,641,14.642,64.324,6.458,15.045,21.598,85.239
3.351,-0.159,45.308,966,11.995,63.727,9.929,0.611,33.313,80.747
3.354,-8.053,43.554,900,28.069,91.097,22.167,49.848,15.485,78.765
3.425,-15.230,2.602,948,-6.855,91.668,47.256,46.075,9.457,79.912
3.678,-3.637,48.154,940,8.334,58.977,20.034,13.948,39.820,79.812
3.303,-18.859,31.962,615,18.787,21.968,7.268,101.945,13.175,85.827
4.098,-11.558,23.503,92,13.029,87.570,1.983,29.528,10.474,98.216
3.319,-2.701,32.251,296,-0.918,20.050,8.639,15.577,33.169,94.547
4.075,-3.256,36.747,446,4.964,58.260,5.996,20.969,31.783,90.636
3.124,-18.228,8.970,479,5.010,21.583,7.328,75.431,3.960,91.755
3.788,3.562,25.045,733,39.599,48.207,7.564,10.986,14.554,85.815
4.088,1.987,20.135,711,6.310,70.941,12.839,5.191,13.825,84.565
3.202,-16.876,21.025,799,0.259,49.696,8.256,45.801,20.766,83.365
4.162,17.727,5.480,873,31.132,94.151,29.293,121.164,25.652,81.718
3.543,-16.025,9.591,257,11.059,71.261,2.967,107.889,1.468,93.458
4.135,14.193,9.710,521,12.193,71.716,14.577,94.302,2.483,90.031
3.812,-19.988,22.393,682,17.444,49.955,8.403,98.399,4.949,81.381
3.362,15.291,53.669,374,19.784,23.083,4.036,99.014,33.885,91.552
3.226,-19.211,12.362,426,19.528,79.054,6.795,108.013,7.166,91.435
3.364,10.312,24.972,100,-8.275,77.300,1.367,51.471,33.247,98.691
3.112,-5.532,18.697,621,30.942,62.410,6.475,9.587,12.245,89.562
3.173,9.529,47.243,758,-0.257,53.301,19.874,28.167,47.500,83.945
3.126,-3.930,3.008,834,4.617,63.065,16.148,11.822,1.609,84.894
3.508,-17.164,11.793,243,-1.329,79.745,2.702,61.468,13.122,95.936
3.955,10.700,12.638,22,28.354,77.023,0.325,45.877,15.716,99.733
3.170,-17.150,59.578,353,19.183,72.649,4.035,103.787,40.395,89.043
3.156,16.885,34.247,465,27.765,92.302,7.475,85.945,6.482,92.109
3.772,-17.961,8.337,224,22.670,68.791,3.018,104.191,14.333,95.108
3.237,-0.827,16.332,864,-4.792,21.161,376.769,3.051,21.124,82.037
3.117,8.921,10.069,443,5.075,69.445,12.793,27.983,4.994,88.585
3.200,-4.270,7.476,976,15.363,69.005,12.631,9.283,7.887,75.471
4.108,-11.311,47.831,773,5.247,25.571,18.855,54.841,42.584,87.592
3.986,10.364,29.745,268,0.365,54.218,7.259,33.380,29.380,94.789
3.425,11.372,37.873,532,33.491,72.088,5.588,42.319,4.382,86.556
3.787,16.908,19.875,990,27.389,76.360,17.773,47.036,7.514,77.245
3.645,-4.953,33.222,313,7.261,91.444,15.606,18.342,25.961,92.759
3.813,0.250,15.454,119,28.251,87.310,2.492,0.538,12.797,99.079
3.819,-5.475,18.482,980,21.377,29.324,18.721,10.643,2.895,81.424
3.754,-9.717,39.134,480,-9.811,68.703,4.854,65.837,48.945,91.043
3.319,10.041,9.021,923,9.013,67.719,12.801,48.719,0.008,79.431
3.047,-6.414,37.033,119,4.524,44.300,2.270,26.999,32.509,96.757
3.547,-2.874,51.134,709,0.895,34.728,16.199,12.954,50.239,85.498
4.069,-3.853,7.225,135,2.579,35.961,1.473,24.929,4.646,96.990
3.683,8.506,53.848,76,37.118,34.204,1.170,50.257,16.730,98.782
3.999,16.712,4.767,353,14.316,84.501,9.737,127.172,9.549,95.404
4.190,6.670,20.935,57,32.385,31.871,1.213,24.220,11.450,98.950
3.196,-1.137,36.631,935,0.711,41.151,32.768,6.097,35.920,79.733
3.830,11.168,33.565,85,-1.280,37.423,0.885,84.980,34.845,94.634
3.809,5.639,5.783,0,34.439,77.029,0.000,11.675,28.656,100.000
4.176,-17.576,47.935,76,14.785,32.672,1.908,77.873,33.150,96.292
4.183,-16.173,58.389,960,34.758,21.925,50.162,78.074,23.631,80.683
3.824,-18.483,10.874,521,-6.849,49.938,28.124,122.469,17.723,89.588
3.292,-1.727,53.708,443,35.822,44.408,9.173,2.960,17.886,93.715
3.958,13.034,33.409,580,10.772,51.816,12.265,72.117,22.637,88.133
3.128,-7.477,56.156,147,-2.231,80.305,3.470,43.008,58.387,97.195
3.937,-4.634,10.565,573,24.169,20.989,6.715,13.162,13.604,87.058
4.092,16.379,47.521,524,29.845,23.017,5.350,45.131,17.676,85.955
3.459,13.476,3.587,185,-7.631,40.452,5.121,93.212,11.218,97.947
3.757,6.602,52.992,676,39.360,91.137,22.409,43.132,13.632,88.147
3.516,-9.328,40.450,521,24.851,33.526,6.745,50.709,15.599,88.260
3.525,-15.318,22.215,770,6.070,99.763,16.912,59.313,16.145,80.213
3.372,-19.358,11.428,161,-2.435,84.455,7.143,116.251,13.863,98.806
3.915,-15.720,48.992,289,9.627,56.491,15.281,115.958,39.365,95.527
4.123,-8.296,36.194,925,1.028,79.829,32.145,54.680,35.166,80.631
4.129,2.072,21.625,420,14.708,61.505,371.340,9.386,6.917,93.474
3.210,-17.440,26.630,195,29.095,65.279,2.070,76.993,2.465,95.367
4.050,-14.551,49.593,33,23.007,66.462,0.757,38.174,26.586,99.087
3.885,-12.757,20.336,671,11.797,71.898,72.920,36.528,8.539,82.942
3.303,5.279,5.378,596,-4.053,24.861,34.390,29.198,9.431,90.324
3.081,4.632,54.677,569,37.858,69.320,17.237,7.763,16.819,84.528
3.322,2.031,23.241,872,3.519,77.356,15.678,3.871,19.722,85.751
4.095,-9.980,20.903,407,3.892,44.858,5.759,51.577,17.011,95.039
3.760,-5.155,12.264,776,22.275,98.286,24.653,14.649,10.011,79.175
3.865,-16.132,53.845,296,28.525,31.556,3.090,58.644,25.320,96.362
3.309,-10.942,13.050,919,39.208,92.835,12.049,39.764,26.158,80.813
3.863,15.908,38.200,536,38.458,74.116,6.477,78.867,0.258,89.348
3.034,19.188,52.846,35,35.688,73.145,1.059,53.868,17.158,95.681
3.450,5.906,2.095,263,11.766,90.082,6.793,24.967,9.671,93.949
3.752,16.673,49.728,381,-1.667,86.538,7.021,66.062,51.395,89.190
3.175,5.710,24.636,113,19.224,47.635,2.472,11.268,5.412,95.859
3.988,-18.672,39.478,616,-9.137,76.430,23.046,134.087,48.615,89.059
3.282,19.871,22.344,604,-0.188,24.048,6.056,60.133,22.532,89.394
3.783,-16.042,41.731,600,-9.874,57.121,7.060,85.815,51.605,88.795
3.486,7.306,15.258,442,-0.973,95.022,17.996,34.502,16.231,89.757
3.715,-9.887,1.316,162,13.738,41.927,1.813,29.338,12.422,95.219
3.129,-4.321,56.867,37,9.666,23.998,0.626,7.368,47.201,95.356
3.020,5.837,0.982,91,8.465,66.636,40.559,31.473,7.483,99.369
4.091,-2.541,49.446,630,31.548,48.408,17.863,12.958,17.898,90.714
3.324,-9.978,10.148,722,23.750,50.375,203.521,37.203,13.602,88.184
3.984,-6.622,23.533,671,36.822,66.597,69.252,43.382,13.289,86.189
4.199,-6.338,49.350,100,12.267,69.727,5.342,14.630,37.083,98.420
3.254,18.373,12.356,880,3.611,54.986,17.976,98.516,8.745,82.279
3.318,11.945,51.942,506,-3.866,60.604,13.059,44.127,55.808,90.959
3.795,-1.658,29.866,178,23.601,99.460,11.301,8.352,6.265,99.584
4.159,-12.007,21.969,283,32.087,96.572,7.064,81.331,10.118,92.574
4.099,12.441,39.746,951,-0.813,76.585,30.550,67.325,40.559,79.181
3.603,-13.713,20.483,354,33.938,32.918,8.509,29.282,13.455,91.994
3.954,-11.582,20.837,903,16.314,48.797,50.003,72.947,4.523,81.301
3.163,-5.359,44.012,296,-2.796,90.647,4.824,28.469,46.808,94.954
4.173,15.214,18.590,885,22.143,53.885,163.629,75.731,3.553,81.601
4.157,-14.729,12.046,534,16.003,96.429,13.553,70.939,3.957,87.138
3.196,-15.111,48.459,949,-8.591,59.064,10.592,42.397,57.050,78.643
3.359,-0.241,48.322,487,9.962,88.942,11.446,1.187,38.360,87.420
3.120,-8.944,29.855,278,29.239,22.830,6.224,50.871,0.616,93.673
3.326,2.749,31.599,543,17.771,54.733,70.220,13.568,13.828,90.824
3.979,-1.935,41.765,649,4.102,76.021,10.651,12.758,37.663,87.379
3.454,-2.602,30.556,592,36.432,89.085,6.318,15.783,5.876,88.902
3.106,-15.521,25.022,930,1.889,68.771,31.136,40.457,23.133,78.779
3.411,-14.358,59.694,354,2.637,33.861,8.865,54.027,57.057,89.707
4.178,12.843,8.858,318,7.732,90.864,5.369,61.918,1.126,93.599
3.756,15.435,35.564,194,34.727,65.985,18.968,77.589,0.837,97.869
3.499,-10.613,53.152,803,15.381,28.641,8.446,21.307,37.771,84.992
3.200,-15.462,41.233,92,24.109,57.108,1.945,68.409,17.124,96.058
4.183,-17.863,52.855,432,38.813,75.915,34.854,47.282,14.042,95.177
3.985,4.332,20.180,557,29.165,56.081,16.293,29.517,8.985,84.451
3.338,8.614,16.320,26,-1.370,89.663,0.684,55.912,17.690,99.095
3.084,-5.088,51.076,414,29.418,53.896,11.764,14.666,21.658,91.341
3.068,7.187,23.647,161,27.417,66.676,2.312,27.781,3.770,95.986
3.144,8.518,42.581,843,1.631,36.894,23.944,46.458,40.950,83.533
3.697,17.414,8.865,100,6.267,61.015,3.025,62.576,2.598,97.194
4.115,-17.405,45.350,698,25.506,37.829,21.224,52.761,19.844,82.332
3.596,-12.308,32.939,949,1.920,38.015,12.166,71.196,31.019,80.158
4.012,-17.259,16.117,472,0.409,42.392,14.970,107.157,15.708,90.192
3.535,14.720,29.670,705,25.174,23.536,295.497,70.503,4.496,87.074
3.850,11.703,41.817,157,34.030,33.065,4.222,86.358,7.787,98.845
3.878,2.986,0.713,491,-6.249,53.949,17.201,22.380,6.962,88.350
3.209,-16.653,38.248,968,12.295,30.485,10.638,95.781,25.953,83.123
3.433,-9.068,32.495,918,20.359,30.671,19.001,29.248,12.136,80.313
3.765,-8.091,13.217,8,23.814,97.435,0.330,25.529,10.597,98.559
3.085,2.430,45.179,211,39.810,54.168,2.149,13.146,5.369,94.441
3.434,-9.678,18.208,438,24.135,52.299,17.225,49.088,5.927,86.910
3.642,-17.082,16.612,896,21.008,41.419,11.706,68.072,4.396,80.728
4.195,9.230,28.273,823,39.487,60.996,12.602,43.158,11.214,85.663
3.569,-8.037,40.569,678,-6.967,67.685,14.499,51.058,47.536,86.734
3.979,-1.905,55.731,854,-6.278,53.455,20.739,5.646,62.009,82.790
3.518,-14.893,8.481,785,18.034,51.505,8.985,100.384,9.553,84.415
3.956,12.102,23.788,809,7.933,76.034,16.843,69.411,15.855,85.758
3.714,2.621,4.019,991,-5.165,95.982,25.969,16.422,9.184,78.302
4.064,16.063,45.513,110,5.322,90.226,3.050,68.955,40.191,98.808
3.493,-0.181,26.864,840,23.718,29.490,29.671,0.873,3.146,83.060
3.725,17.657,42.416,202,34.031,72.185,4.869,106.879,8.385,93.434
3.756,15.675,19.332,759,-5.284,20.564,58.966,67.865,24.616,85.215
3.501,3.058,50.659,64,17.007,70.647,8.594,13.189,33.652,98.315
3.173,17.356,32.090,714,4.806,57.148,13.076,75.619,27.284,83.408
3.112,-7.076,56.616,160,23.366,59.289,3.480,13.105,33.250,94.029
3.020,-5.374,4.729,413,17.473,67.042,22.735,29.128,12.744,90.677
4.048,-18.181,30.857,644,36.336,79.412,55.646,132.475,5.479,85.127
3.284,3.568,45.987,689,-8.116,78.357,45.378,10.805,54.103,88.148
3.254,8.877,36.009,704,13.502,23.558,21.857,52.564,22.507,84.869
3.883,10.941,1.392,265,-0.362,78.920,5.799,68.730,1.754,93.596
3.384,-14.007,58.340,571,16.839,86.385,28.349,58.055,41.501,89.964
3.607,-2.234,17.896,204,32.679,25.454,2.691,8.232,14.783,98.399
3.195,-12.925,14.957,666,35.566,45.836,33.070,45.386,20.609,84.641
4.152,6.485,29.140,583,9.912,83.365,43.872,35.047,19.228,85.386
4.022,-13.682,32.529,155,30.589,59.449,1.558,61.565,1.940,97.297
4.037,16.167,45.977,172,4.025,75.591,3.795,73.774,41.952,95.317
3.488,-10.775,23.596,307,-9.685,60.185,17.218,30.243,33.281,92.382
3.915,-8.344,26.398,449,32.762,98.258,5.013,51.016,6.364,92.578
3.173,14.036,32.098,61,-4.029,94.895,2.555,62.991,36.127,97.623
3.010,-1.661,23.663,372,-9.119,42.492,4.016,9.938,32.782,96.110
3.024,-19.040,54.873,459,7.690,50.871,35.924,40.987,47.183,90.162
3.704,-0.217,51.075,474,8.969,54.508,5.620,0.539,42.106,90.335
3.546,-16.618,27.298,380,-6.139,28.336,19.748,75.068,33.437,96.231
3.622,19.414,0.012,716,30.709,52.326,7.626,51.190,30.697,86.043
3.009,3.524,54.056,571,10.280,81.988,9.870,15.014,43.776,86.552
3.507,-9.739,7.460,85,14.496,87.752,4.293,27.125,7.036,96.049
3.862,2.549,14.671,935,3.231,90.891,11.047,12.054,11.440,80.169
3.531,-16.925,9.142,142,15.575,21.165,3.580,84.681,6.433,97.117
3.879,11.996,10.789,862,28.337,83.104,11.720,55.237,17.548,84.198
3.280,17.013,48.173,6,35.309,60.210,0.093,54.685,12.864,96.117
3.976,14.978,34.770,294,38.526,36.493,4.100,99.660,3.756,93.280
3.706,-6.330,57.366,690,11.336,59.900,19.699,41.804,46.030,87.975
3.253,-6.969,13.887,738,39.502,87.541,7.856,20.790,25.615,85.522
3.284,-18.596,29.138,518,4.748,54.740,9.181,105.045,24.390,91.535
3.754,6.056,58.646,651,-9.651,99.237,75.013,24.722,68.297,83.254
3.996,1.396,49.587,525,28.381,69.335,69.018,6.869,21.206,88.517
3.499,-1.626,43.717,33,-1.078,59.181,0.445,4.822,44.795,99.120
3.310,16.305,11.339,889,-7.377,43.591,10.441,77.640,18.716,82.825
4.040,-13.285,46.164,934,36.200,20.884,13.375,34.961,9.964,78.981
3.803,-19.613,20.854,751,29.591,68.844,26.377,103.488,8.737,85.086
3.538,-17.067,31.832,328,-4.867,66.200,14.038,119.835,36.699,93.510
3.585,-11.065,36.550,831,28.846,61.345,14.585,64.667,7.704,82.544
3.245,-18.669,36.562,608,32.200,63.016,29.686,111.624,4.362,87.856
3.752,0.114,43.591,779,35.265,87.482,20.218,0.512,8.326,84.614
3.430,-7.436,39.702,637,17.185,45.350,10.073,18.189,22.517,85.455
4.195,-12.781,4.102,33,25.171,64.020,1.130,50.008,21.069,98.733
3.576,10.003,27.441,794,28.112,74.396,20.803,20.516,0.671,81.245
3.583,-11.822,39.841,405,24.432,36.786,11.038,53.063,15.409,88.244
3.679,7.504,17.760,17,22.342,93.986,0.365,40.707,4.582,99.788
4.100,-6.029,18.783,429,17.378,78.970,6.331,28.099,1.405,87.304
3.961,0.473,7.474,427,13.960,24.264,5.443,2.520,6.486,90.889
3.541,17.355,25.117,913,39.806,89.209,13.659,60.290,14.689,82.014
3.862,-18.506,59.210,292,6.878,94.390,81.323,44.940,52.332,93.376
3.703,0.011,17.119,902,-5.587,83.494,10.046,0.047,22.706,86.159
3.591,14.177,31.886,579,28.252,54.098,9.891,67.287,3.634,88.618
3.231,3.519,44.594,748,0.691,99.550,8.121,22.444,43.903,83.945
3.557,-8.925,0.810,79,16.635,29.955,0.819,32.410,15.825,99.466
3.295,-4.093,54.026,85,-5.210,62.928,1.796,20.454,59.236,95.033
4.098,7.211,23.193,571,20.964,33.631,6.225,51.239,2.229,90.092
3.402,15.632,52.147,47,37.200,55.148,1.264,53.344,14.947,97.262
4.143,-18.357,2.337,690,26.135,94.194,25.768,144.113,23.798,87.669
3.640,-17.138,8.740,867,0.727,83.541,104.591,62.897,8.013,83.059
3.758,-6.998,19.352,83,38.557,82.567,1.815,51.406,19.205,99.141
3.652,-10.689,20.728,606,5.354,48.308,8.760,19.644,15.374,86.467
3.155,-9.403,50.868,307,11.831,94.742,3.142,43.054,39.037,90.847
3.451,-11.149,0.672,251,14.906,49.461,4.771,64.826,14.234,92.324
3.119,-12.167,38.467,480,39.536,23.198,6.512,34.916,1.069,86.409
3.748,-14.775,7.879,844,-6.555,71.024,9.407,37.411,14.434,82.087
3.536,17.358,49.393,179,24.836,49.012,3.268,32.932,24.557,94.587
3.934,-14.232,46.714,595,8.097,32.298,33.981,34.243,38.617,89.485
3.265,-11.824,29.995,309,-6.084,94.773,3.636,50.749,36.079,91.199
3.197,-10.149,12.761,936,36.752,70.979,16.182,57.065,23.991,85.255
3.488,17.321,38.070,425,19.493,95.242,5.585,35.929,18.577,88.937
4.112,10.229,9.375,485,27.676,66.638,7.327,28.172,18.301,88.250
3.853,11.588,11.401,661,2.019,25.109,93.856,22.666,9.382,83.593
3.503,-15.810,37.601,38,28.077,22.395,2.142,51.141,9.524,98.628
3.621,13.452,59.474,278,31.424,92.045,9.476,91.665,28.050,92.743
3.101,-3.672,53.464,815,11.541,23.098,27.924,10.413,41.923,82.898
4.181,-9.487,35.586,624,18.598,69.214,7.421,46.060,16.988,87.748
3.800,3.030,32.312,375,38.594,43.838,6.227,8.848,6.282,94.098
3.342,12.887,59.903,928,32.336,75.013,100.279,29.046,27.567,78.356
3.703,11.146,32.844,638,12.243,42.778,16.221,31.929,20.601,86.791
3.131,15.600,25.207,40,23.229,22.978,0.713,39.839,1.978,100.000
4.159,17.125,54.573,669,29.212,78.467,25.831,49.531,25.361,83.638
3.210,-10.475,14.051,717,-8.784,44.872,145.037,56.736,22.835,90.764
3.778,-3.046,5.852,46,19.418,64.064,1.190,13.992,13.566,100.000
3.295,-19.415,38.045,483,39.226,81.909,10.352,83.782,1.181,89.390
3.861,15.173,5.751,184,37.359,76.226,2.032,62.214,31.608,93.738
3.932,-13.817,22.389,71,31.622,47.886,0.781,44.338,9.233,96.179
3.808,14.459,25.415,568,-4.689,79.826,11.239,35.285,30.104,88.677
3.737,-6.825,32.852,750,39.702,94.054,15.731,15.657,6.850,85.873
4.071,-5.275,59.500,573,20.477,68.798,8.896,16.701,39.023,84.177
3.094,-18.435,13.259,341,1.145,76.280,12.842,101.257,12.114,90.649
3.397,-6.925,22.545,568,23.713,89.273,19.395,19.403,1.168,88.601
3.298,15.535,7.934,963,32.826,87.491,768.416,52.886,24.892,77.587
4.186,-18.978,36.457,242,-4.384,48.128,27.679,107.972,40.841,93.661
3.467,-3.747,43.660,994,35.822,99.336,53.235,16.461,7.838,80.463
3.879,-18.744,28.925,327,36.010,22.285,5.076,108.970,7.085,92.302
3.822,-5.163,14.750,993,-9.327,98.937,45.028,15.618,24.077,78.446
3.254,-13.094,37.253,635,35.016,39.680,47.803,54.797,2.237,86.828
3.287,-9.911,32.349,981,37.341,55.235,15.819,53.806,4.992,80.801
3.338,15.104,10.271,152,-8.115,90.695,2.320,54.514,18.386,94.743
3.493,-2.558,24.341,254,4.708,39.546,36.771,17.493,19.633,95.278
3.281,-9.048,26.112,728,8.655,37.983,9.391,40.579,17.457,85.625
3.024,3.574,58.957,423,7.445,71.449,6.933,16.344,51.512,91.907
4.055,-14.316,50.957,231,27.950,76.436,5.731,69.002,23.007,95.051
4.159,-9.624,44.062,528,7.905,20.598,5.369,71.518,36.157,88.902
3.410,1.850,53.327,591,37.829,56.036,294.068,7.427,15.498,87.298
3.406,-10.499,44.129,495,39.750,59.129,9.010,68.423,4.379,88.718
3.009,7.165,54.204,175,5.841,41.747,10.410,20.724,48.363,97.300
3.816,-0.340,3.273,550,15.440,63.689,16.367,2.334,12.167,88.765
3.991,10.880,27.364,142,17.885,32.366,10.009,63.354,9.479,97.640
3.176,17.930,44.814,16,18.970,45.888,0.238,96.727,25.844,99.787
3.192,-15.368,34.998,248,8.710,77.059,6.085,27.301,26.288,92.674
3.948,-6.613,10.510,34,-1.700,89.903,0.345,23.913,12.210,98.458
3.740,-7.218,20.430,800,-7.272,67.150,12.171,47.798,27.702,83.451
3.054,-13.953,19.066,999,-4.683,25.988,10.880,41.654,23.749,79.801
3.747,12.412,15.681,998,35.065,74.300,40.174,72.970,19.384,80.377
3.371,10.395,20.588,145,4.019,91.808,4.453,69.673,16.569,96.903
3.442,-0.623,30.891,925,-6.159,60.345,25.064,1.642,37.050,81.267
3.924,1.511,51.292,726,21.176,59.495,8.642,6.678,30.116,84.063
3.973,-17.618,44.522,164,-6.235,99.313,7.470,52.336,50.757,98.127
3.480,2.220,50.115,110,-6.497,70.904,1.161,5.651,56.612,97.966
4.137,11.654,53.016,646,21.079,84.482,121.558,69.887,31.937,85.976
3.488,2.953,24.969,73,19.570,71.719,0.819,8.107,5.399,97.471
3.926,-9.388,20.762,975,-7.926,37.673,21.339,45.113,28.688,80.626
3.581,6.702,3.457,667,13.024,42.726,12.570,47.206,9.567,86.449
4.077,-5.540,55.829,726,11.788,73.256,7.279,22.580,44.041,81.761
4.089,1.795,3.949,353,17.334,56.486,4.051,13.288,13.385,90.853
3.105,-0.497,44.468,273,26.892,52.348,3.017,1.689,17.576,96.696
4.124,-4.753,22.686,942,4.140,21.796,15.975,17.529,18.546,81.586
3.991,8.755,56.927,278,11.639,90.750,2.906,35.094,45.288,92.416
3.950,15.355,25.176,659,29.637,90.760,9.538,41.943,4.461,85.613
3.241,-19.791,48.997,30,36.128,56.878,0.365,97.399,12.869,96.699
3.966,17.345,16.959,525,34.566,76.059,7.254,86.919,17.607,87.847
4.020,0.461,17.945,534,13.882,34.226,6.819,2.633,4.063,91.176
3.347,8.029,35.731,509,16.043,60.305,7.933,25.654,19.688,88.972
4.143,14.225,59.879,513,16.455,55.109,7.036,87.234,43.424,90.371
3.060,-1.316,31.054,924,33.436,72.529,20.925,3.008,2.382,84.450
3.180,13.399,56.179,177,31.997,57.572,2.494,63.006,24.182,94.793
3.645,-12.895,47.175,328,5.577,59.875,11.548,29.222,41.598,90.232
3.691,-13.633,47.752,570,-1.858,43.657,8.926,55.372,49.610,88.711
3.774,6.299,26.158,800,8.949,23.874,15.137,33.629,17.209,81.930
3.020,14.806,23.193,687,4.420,93.362,7.637,79.724,18.773,85.631
4.152,15.697,11.515,171,37.539,20.979,2.528,112.009,26.024,96.242
3.054,5.750,57.836,395,3.296,42.506,6.576,22.661,54.540,95.123
3.172,1.020,57.564,594,-0.940,55.809,18.566,5.905,58.504,88.161
3.017,-6.744,44.824,937,34.974,45.527,10.843,25.613,9.850,79.769
3.680,19.200,17.775,979,-5.676,64.153,153.892,90.139,23.451,81.043
4.119,-7.212,14.711,996,3.013,56.929,11.057,46.961,11.698,81.328
3.799,9.767,59.317,734,11.956,40.438,11.181,67.407,47.361,86.799
3.987,1.279,3.993,34,19.755,27.042,1.721,7.160,15.762,97.398
3.016,4.340,50.614,296,6.384,31.003,3.274,25.083,44.230,96.030
3.650,-4.261,21.327,468,14.812,58.906,14.050,13.202,6.515,94.933
3.551,18.593,25.132,950,-0.058,87.676,53.797,124.551,25.190,82.663
3.599,2.867,49.919,494,18.714,28.051,15.155,8.590,31.205,92.479
3.087,17.512,5.436,621,10.391,74.177,6.459,69.716,4.955,86.308
3.821,-19.696,21.250,234,32.463,83.367,3.098,127.491,11.213,97.849
3.604,2.907,57.121,908,10.787,42.142,9.895,17.836,46.334,80.227
3.918,8.687,41.944,38,12.191,73.459,1.242,31.219,29.753,98.587
3.582,9.803,45.296,218,19.609,74.933,23.795,69.486,25.687,93.911
3.179,16.199,45.450,216,-3.841,76.623,3.809,31.975,49.291,93.903
3.778,-19.824,3.634,705,-2.160,91.265,14.442,41.355,5.794,85.646
3.207,-19.987,12.192,674,29.512,51.882,9.317,112.960,17.320,83.526
4.047,-1.109,29.476,627,3.671,39.495,11.457,7.758,25.805,85.752
3.736,-18.828,22.089,839,24.235,63.508,20.845,110.382,2.146,80.502
3.189,18.981,24.655,672,-5.129,25.004,459.048,107.512,29.784,88.844
4.155,-11.117,46.887,600,31.092,46.714,12.683,32.627,15.795,90.608
3.622,-1.093,0.881,980,39.411,90.658,75.713,2.548,38.530,85.469
3.087,-17.554,39.630,419,8.685,62.565,4.541,105.891,30.945,90.560
3.752,0.882,0.007,652,15.277,54.934,7.068,4.753,15.270,86.995
3.304,-4.802,3.784,823,12.136,41.255,10.216,29.824,8.352,84.896
3.964,-18.214,24.497,173,34.709,40.030,10.404,134.268,10.212,93.071
3.981,-6.595,50.457,712,-9.503,38.929,45.651,38.849,59.960,83.104
4.175,-4.343,8.700,866,22.673,86.339,15.255,26.159,13.973,79.268
3.602,19.597,33.277,813,22.618,98.802,11.134,73.406,10.659,84.714
3.546,-11.685,40.710,867,9.119,62.784,9.575,29.985,31.591,80.381
3.904,1.791,13.772,112,0.967,26.387,1.251,10.697,12.805,99.572
3.159,19.493,30.740,878,1.984,80.083,53.610,106.333,28.756,80.677
3.656,11.681,54.684,939,30.023,90.164,9.432,56.241,24.661,80.399
3.655,19.735,30.734,173,-6.695,94.498,10.470,41.570,37.429,95.683
3.107,18.732,9.439,73,18.191,70.302,0.867,41.752,8.752,98.618
3.502,-0.418,37.669,836,5.342,60.550,14.144,0.956,32.327,81.920
4.024,7.855,35.532,798,3.262,69.642,11.709,46.994,32.270,85.529
4.027,-15.582,1.617,636,15.287,21.036,10.462,84.534,13.670,86.506
3.119,-2.354,5.436,535,34.893,72.434,6.142,8.809,29.457,89.930
3.109,12.361,9.407,31,20.905,76.772,0.484,50.540,11.498,99.252
3.315,0.213,8.177,253,29.431,77.762,2.976,0.645,21.254,92.828
4.050,8.108,15.568,496,20.034,65.046,30.462,56.056,4.466,92.343
3.155,9.830,27.246,112,24.886,76.004,1.290,30.791,2.360,96.030
3.864,-9.861,22.303,194,11.620,71.107,1.954,55.876,10.683,97.235
3.121,15.028,53.439,527,36.299,29.242,7.926,50.951,17.140,90.129
3.748,-1.607,36.727,440,15.097,91.869,4.505,3.664,21.630,87.817
3.427,-11.593,52.569,488,17.589,69.818,21.433,35.177,34.980,89.179
3.947,14.617,31.622,496,16.248,78.224,5.969,112.366,15.374,90.362
3.280,-3.287,5.392,723,5.809,47.431,40.765,8.472,0.417,84.865
3.767,10.012,27.797,619,1.562,93.539,11.886,24.794,26.235,86.962
3.283,1.921,49.322,23,-6.308,60.209,0.345,5.908,55.630,99.451
3.856,-4.725,11.646,289,25.909,74.320,4.355,33.103,14.263,93.186
4.048,12.395,5.473,895,4.464,96.175,13.276,48.120,1.009,82.519
3.152,3.379,19.766,307,9.460,93.287,9.368,11.993,10.306,93.688
4.040,-4.378,23.334,303,35.996,71.584,3.111,17.070,12.662,93.227
3.712,-15.616,18.375,854,18.322,33.259,517.969,114.974,0.053,80.220
